Year,Festival,Title,Brand,Award,Country,Agency,Track,Category,Sub category,Board image,Video
2025,Clio Entertaiment,Sleep Awake,Blumhouse Games,Bronze,United Kingdom,Once Upon a Time,Audio Visual,Teaser,Game Footage Teaser,https://resized-media.entries.clios.com/companies/4709/media/db1647d5-7878-4fe2-839c-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195058
2025,Clio Entertaiment,The Final Exam,Change The Ref,Bronze,United States,Energy BBDO,Audio Visual,Teaser,Game Footage Teaser,https://resized-media.entries.clios.com/companies/338/media/bdb1b643-db07-4c2d-0444-08dd6ae878f3-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200344
2025,Clio Entertaiment,Battlefield 6 Reveal Trailer,Battlefield Studios,Bronze,United States,Battlefield Studios,Audio Visual,Trailer,CGI Trailer,https://resized-media.entries.clios.com/companies/143818/media/6112c974-997a-41d4-fc2c-08ddda84979b-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202864
2025,Clio Entertaiment,Mafia The Old Country Game Footage Trailer,2K GAMES,Bronze,United States,2K GAMES,Audio Visual,Trailer,Game Footage Trailer,https://resized-media.entries.clios.com/companies/143785/media/27168dec-e658-4608-9fe6-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201727
2025,Clio Entertaiment,Friendship Pays in MONOPOLY GO!,Scopely,Bronze,United States,Omelet,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/143364/media/5814152c-c8f6-4930-5d22-08ddda7db5d2-medium.jpg.webp,https://clios.com/winners-gallery/details/202889
2025,Clio Entertaiment,Mafia The Old Country,2K GAMES,Bronze,United States,2K GAMES,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/143785/media/a92644cb-3193-42e9-a4c2-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200601
2025,Clio Entertaiment,The WhatsApp Saga,BIS,Bronze,Brazil,DAVID,Branded Entertainment & Content,‌Other,,https://resized-media.entries.clios.com/companies/143760/media/c7d11831-115c-4aea-98cf-08ddcf598d69-medium.jpeg.webp,https://clios.com/winners-gallery/details/199871
2025,Clio Entertaiment,Black Mirror Thronglets A-V Campaign,Netflix Games,Bronze,United States,Netflix Creative Studio,Branded Entertainment & Content,Mixed Campaign,,https://resized-media.entries.clios.com/companies/4733/media/dc6d67de-0a71-4763-5b89-08ddda7db5d2-medium.jpg.webp,https://clios.com/winners-gallery/details/195108
2025,Clio Entertaiment,Gameplay Trailer,Clockwork Revolution,Bronze,United States,Buddha Jones,Craft & Design,Audio Visual Craft,Copywriting,https://resized-media.entries.clios.com/companies/143287/media/97487c6d-fe78-46dc-42e1-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195321
2025,Clio Entertaiment,Unleash Harmony,Supercell,Bronze,United Kingdom,Arts & Sciences,Craft & Design,Audio Visual Craft,Direction,https://resized-media.entries.clios.com/companies/143449/media/ad148ac3-14ae-4e05-9e84-08ddbc6e7e05-medium.jpg.webp,https://clios.com/winners-gallery/details/196639
2025,Clio Entertaiment,Based On A True Story,Apex Legends,Bronze,United States,Respawn Entertainment,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/143411/media/9ea8a05f-3500-4bdb-863c-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/196190
2025,Clio Entertaiment,Call of Duty Black Ops 6 - Multiplayer Reveal Trailer,Call of Duty Black Ops 6,Bronze,United States,gnet,Craft & Design,Audio Visual Craft,Game Capture Cinematography,https://resized-media.entries.clios.com/companies/4769/media/1670d754-4902-41c5-845c-08dda8280727-medium.png.webp,https://clios.com/winners-gallery/details/195006
2025,Clio Entertaiment,The Final Exam,Change The Ref,Bronze,United States,Energy BBDO,Craft & Design,Design,Design Package,https://resized-media.entries.clios.com/companies/338/media/f1c3e448-1c8f-4694-6b62-08dd6aeb75fb-medium.jpg.webp,https://clios.com/winners-gallery/details/200375
2025,Clio Entertaiment,Sid Meiers Civilization VII Brand Identity,2K GAMES,Bronze,United States,2K GAMES,Craft & Design,Design,Logo Main Title & Typography,https://resized-media.entries.clios.com/companies/143785/media/dd963ae8-5ef9-4020-a68a-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/201023
2025,Clio Entertaiment,Call of Duty Black Ops 6 – Killer Mike “Detonator” Music Video,Activision,Bronze,United States,Mutiny A Trailer Park Company,Craft & Design,Digital Mobile & Social Media Craft,Music,https://resized-media.entries.clios.com/companies/4687/media/d11a3d6f-4437-44e2-abb6-08dd8c8288b4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194243
2025,Clio Entertaiment,Call of Duty Black Ops 7 - Animated Primary Key Art,Call of Duty Black Ops 7,Bronze,United States,Activision,Craft & Design,Key Art Craft,‌Other,https://resized-media.entries.clios.com/companies/5395/media/fce9b878-dd02-4b94-a1f7-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/201761
2025,Clio Entertaiment,South of Midnight - Crafting with Influencers,Xbox,Bronze,United States,Mutiny A Trailer Park Company,Digital Mobile & Social Media,Social Media,Use of Influencer & Talent,https://resized-media.entries.clios.com/companies/4687/media/db2e80ae-f5cd-4548-9520-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/195917
2025,Clio Entertaiment,Call Of Duty NEXT,Call Of Duty,Bronze,United States,Activision,Experiential & Fan Engagement,Experiential & Activation,Special Event & Stunt,https://resized-media.entries.clios.com/companies/810/media/b747b888-25cc-4d54-94f2-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/199284
2025,Clio Entertaiment,Black Mirror Thronglets A-V Campaign,Netflix Games,Bronze,United States,Netflix Creative Studio,Experiential & Fan Engagement,Fan Engagement,Digital & Mobile,https://resized-media.entries.clios.com/companies/4733/media/dc6d67de-0a71-4763-5b89-08ddda7db5d2-medium.jpg.webp,https://clios.com/winners-gallery/details/195125
2025,Clio Entertaiment,Toxic Backfire,Samsung,Bronze,China,Cheil PengTai Beijing & Cheil Hong Kong,Experiential & Fan Engagement,Fan Engagement,Social Good,https://resized-media.entries.clios.com/companies/2969/media/8cd3756c-b37e-4103-37af-08dd7f571b9e-medium.jpg.webp,https://clios.com/winners-gallery/details/192234
2025,Clio Entertaiment,Call of Duty Black Ops 6 – The Replacer takes over GIPHY,Activision,Bronze,United States,Mutiny A Trailer Park Company,Partnerships & Collaborations,Partnerships & Collaborations,,https://resized-media.entries.clios.com/companies/4687/media/f4648266-9542-4099-482b-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/193236
2025,Clio Entertaiment,Get Ready,Inside Out 2,Bronze,United States,Tiny Hero,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4875/media/deba1ca8-caa8-4a77-9601-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199534
2025,Clio Entertaiment,30TV Sing Bonus,Snow White,Bronze,United States,Aspect,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4921/media/ce018fbd-ff87-4daf-80fe-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194414
2025,Clio Entertaiment,AGAIN,DOG MAN,Bronze,United States,eclipse,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4952/media/f1613262-d0e0-40a7-a49a-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200962
2025,Clio Entertaiment,Chee Hoo,Moana 2,Bronze,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/d31e17cf-2af9-4ae4-42b5-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195175
2025,Clio Entertaiment,How to Train Your Dragon | 30 TV Fire Up,Universal Pictures Home Entertainment,Bronze,United States,Paradise Creative,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4992/media/bb7aae49-24f6-4f41-ae5f-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202286
2025,Clio Entertaiment,Movie Night,Beetlejuice Beetlejuice,Bronze,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/c9fe544c-5d0b-4a52-428c-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195119
2025,Clio Entertaiment,Masterpiece Academy Nominations,Wicked,Bronze,United States,Inside Job,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/5316/media/90c10622-6428-45b0-ad87-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202134
2025,Clio Entertaiment,Nowhere,Jurassic World Rebirth,Bronze,United States,Inside Job,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/5316/media/fbb91e4b-2557-43ad-9b7b-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202048
2025,Clio Entertaiment,Apes Home,Kingdom of the Planet of the Apes,Bronze,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/9359a3d0-010d-4a58-47a3-08dca10d3e03-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195138
2025,Clio Entertaiment,The Whole Package,Deadpool & Wolverine,Bronze,United States,Tiny Hero,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4875/media/62d41e2f-3733-443a-95ef-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199523
2025,Clio Entertaiment,Wait For It,Captain America Brave New World,Bronze,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/38e713e5-df43-4433-44c5-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195197
2025,Clio Entertaiment,New Home,Despicable Me 4,Bronze,United States,REBEL,Audio Visual,Trailer,,https://resized-media.entries.clios.com/companies/1223/media/d07fa17a-dde9-4117-4286-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195112
2025,Clio Entertaiment,Hush,A Nightmare on Elm Street,Bronze,United States,X-AV,Audio Visual,Trailer,,https://resized-media.entries.clios.com/companies/4946/media/4ca0bd6e-80eb-4fe6-a0e9-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/197357
2025,Clio Entertaiment,The Whole Package,Deadpool & Wolverine,Bronze,United States,Tiny Hero,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/4875/media/8369b268-a6e7-418d-a14e-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201024
2025,Clio Entertaiment,Family Review,Lilo & Stitch,Bronze,United States,Tiny Hero,Craft & Design,Audio Visual Craft,Motion Graphics,https://resized-media.entries.clios.com/companies/4875/media/b52ebcbd-70f7-4044-a259-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/199842
2025,Clio Entertaiment,Anything,Wicked,Bronze,United States,REBEL,Craft & Design,Audio Visual Craft,Music,https://resized-media.entries.clios.com/companies/1223/media/6695f442-e375-49f6-4266-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195096
2025,Clio Entertaiment,Nightmare On Elm Street Giftset (Vintage VHS Clamshell Look),Warner Bros Home Entertainment,Bronze,United Kingdom,AVK Creative,Craft & Design,Design,Design Package,https://resized-media.entries.clios.com/companies/4560/media/2f04d758-66fb-4a10-02e9-08dd8372b990-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/192367
2025,Clio Entertaiment,Youre Next Steelbook,Lionsgate,Bronze,United States,Lionsgate,Craft & Design,Design,Design Package,https://resized-media.entries.clios.com/companies/143797/media/3b057a52-19d2-45c0-afd5-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/202554
2025,Clio Entertaiment,Planet of the Apes Comic-Con Exclusive Miniposter,The Walt Disney Studios,Bronze,United States,Foundry LA,Craft & Design,Key Art Craft,Illustration,https://resized-media.entries.clios.com/companies/4744/media/b4c6f72c-56dd-4f3a-a573-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199045
2025,Clio Entertaiment,Snowpiercer Steelbook,Lionsgate,Bronze,United States,Lionsgate,Craft & Design,Key Art Craft,Illustration,https://resized-media.entries.clios.com/companies/143797/media/15de0192-7f0d-41f5-a4a9-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202566
2025,Clio Entertaiment,Sonic the Hedgehog 3 - Social Media Campaign,Paramount Pictures,Bronze,United States,Paramount Pictures,Digital Mobile & Social Media,Social Media,Mixed Campaign,https://resized-media.entries.clios.com/companies/140545/media/99880975-1495-45d7-a747-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/200592
2025,Clio Entertaiment,Jurassic World Rebirth - Proximity Alert,Universal Studios,Bronze,United States,Fracture Creative,Digital Mobile & Social Media,Social Media,Paid Social Media Post,https://resized-media.entries.clios.com/companies/142952/media/02b85717-5ba3-47f3-a473-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/202452
2025,Clio Entertaiment,Foreshadowing Series,Sinners,Bronze,United States,Okperfect,Digital Mobile & Social Media,Social Media,Short-Form Social Media Video,https://resized-media.entries.clios.com/companies/4851/media/4b6d6d09-de21-4627-fe47-08ddda84979b-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195589
2025,Clio Entertaiment,Unleashing the Titans,Godzilla x Kong The New Empire,Bronze,United States,OC Agency,Digital Mobile & Social Media,Social Media,Short-Form Social Media Video,https://resized-media.entries.clios.com/companies/4765/media/1cdece70-dc96-4514-402f-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/192532
2025,Clio Entertaiment,Salems Lot Premiere Art,HBO Max,Bronze,United States,HBO Max,Key Art & Out of Home,Key Art,Motion Poster,https://resized-media.entries.clios.com/companies/5072/media/e4fe6e12-38c6-4d24-b0bf-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/202700
2025,Clio Entertaiment,Making Wicked,Universal Studios,Bronze,United States,The Workhouse Picture Company Ltd,Original Content,‌Other,,https://resized-media.entries.clios.com/companies/5475/media/068dbf19-fe15-44c0-00f9-08ddda84979c-medium.png.webp,https://clios.com/winners-gallery/details/204146
2025,Clio Entertaiment,A Day At Skywalker Sound,Jurassic World Rebirth,Bronze,United States,Mob Scene,Original Content,Featurette,,https://resized-media.entries.clios.com/companies/4630/media/1010bdfb-6be9-453b-ad2f-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201890
2025,Clio Entertaiment,ISLA GUNFIGHT FINAL BATTLE BREAKDOWN,SHADOW FORCE,Bronze,United States,Trailer Park - a Trailer Park Group Company,Original Content,Featurette,,https://resized-media.entries.clios.com/companies/5218/media/6321183f-548a-4dd3-abac-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201827
2025,Clio Entertaiment,MAKING SHADOW FORCE AINT NOTHING TO F*** WITH,SHADOW FORCE,Bronze,United States,Trailer Park - a Trailer Park Group Company,Original Content,Featurette,,https://resized-media.entries.clios.com/companies/5218/media/c566e345-45d6-46c3-ab3b-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201795
2025,Clio Entertaiment,Return To Horror - Crafting Alien Romulus,Alien Romulus,Bronze,United States,Mob Scene,Original Content,Featurette,,https://resized-media.entries.clios.com/companies/4630/media/dd059ce9-b63b-4488-3f40-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/193727
2025,Clio Entertaiment,Lionsgate Franchise Collections,Lionsgate Franchise,Bronze,United States,BOND,Retail & Premium,Packaging,Box Set Collection & Complete Series Packaging,https://resized-media.entries.clios.com/companies/4830/media/ad077f0b-2b20-475e-b126-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/202315
2025,Clio Entertaiment,Steelbook Library Case,The Dark Knight,Bronze,United States,BOND,Retail & Premium,Packaging,Box Set Collection & Complete Series Packaging,https://resized-media.entries.clios.com/companies/4830/media/f002644f-a3fa-4004-adde-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/200658
2025,Clio Entertaiment,Home Entertainment Campaign,A Minecraft Movie,Bronze,United States,BOND,Retail & Premium,Packaging,Mixed Campaign,https://resized-media.entries.clios.com/companies/4830/media/57a3cca6-754f-4470-ade8-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/203337
2025,Clio Entertaiment,Disney- The Complete Seasons Collector Editions-Line Look,Disney-,Bronze,United States,MEOKCA Inc dba Poster Posse,Retail & Premium,Packaging,Specialty Packaging,https://resized-media.entries.clios.com/companies/5754/media/fb20cace-68a1-48b7-a840-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201070
2025,Clio Entertaiment,Walmart Exclusive Blu-ray Crafting Table,A Minecraft Movie,Bronze,United States,BOND,Retail & Premium,Packaging,Specialty Packaging,https://resized-media.entries.clios.com/companies/4830/media/84c521d2-acde-4d2b-a528-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/200511
2025,Clio Entertaiment,Wicked,Amazon Exclusive Gift Set,Bronze,United States,GNAH Studios Inc,Retail & Premium,Packaging,Specialty Packaging,https://resized-media.entries.clios.com/companies/5575/media/e92e7f3f-e9e4-4ea7-acc4-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201817
2025,Clio Entertaiment,A Midsummer Nights Dream,New York City Ballet,Bronze,United States,New York City Ballet,Audio Visual,30 Seconds and Under,,https://resized-media.entries.clios.com/companies/5171/media/e7bff142-8cf1-462b-a08e-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/198748
2025,Clio Entertaiment,Ragtime,Ragtime,Bronze,United States,AKA NYC,Audio Visual,31 Seconds to 60 Seconds,,https://resized-media.entries.clios.com/companies/5224/media/c1d29435-9dbc-4011-5c8d-08ddda7db5d2-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201837
2025,Clio Entertaiment,Stranger Things,Stranger Things - The First Shadow,Bronze,United States,Steam Motion and Sound,Audio Visual,61 Seconds and Over,,https://resized-media.entries.clios.com/companies/143781/media/f8a72a45-4a04-43ed-a5a2-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200255
2025,Clio Entertaiment,Tick Tick Tick,Six Flags Entertainment Corporation,Bronze,United States,TMA,Branded Entertainment & Content,Digital Mobile & Social Media,,https://resized-media.entries.clios.com/companies/141956/media/b21c2ea4-4e3b-4e4e-4e9c-08dd42fc65d2-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194978
2025,Clio Entertaiment,Push Push,WhatsApp,Bronze,United States,Modern Arts,Branded Entertainment & Content,Experiential & Activations,,https://resized-media.entries.clios.com/companies/141981/media/c296c7f8-bdaa-42c7-fe34-08ddda84979b-medium.jpg.webp,https://clios.com/winners-gallery/details/202712
2025,Clio Entertaiment,Echos of Ailey,Alvin Ailey American Dance Theater - The Whitney Museum,Bronze,United States,Final Cut NY,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/142052/media/9233feda-5d80-4a88-5af6-08ddda7db5d2-medium.png.webp,https://clios.com/winners-gallery/details/200567
2025,Clio Entertaiment,Context is everything starting a trend with The Devil Wears Prada,The Devil Wears Prada,Bronze,United Kingdom,Dewynters,Craft & Design,Key Art Craft,Copywriting,https://resized-media.entries.clios.com/companies/5542/media/a3f5f016-43f5-4237-aef1-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/202413
2025,Clio Entertaiment,Alternate Re[AI]lity Computer History circa 1890,PEEK&POKE Computer Museum,Bronze,Slovenia,Digital Da Vincis,Digital Mobile & Social Media,Digital & Mobile,‌Other,https://resized-media.entries.clios.com/companies/614/media/64fbe007-ae65-4e63-9e50-08ddbc6e7e05-medium.png.webp,https://clios.com/winners-gallery/details/196702
2025,Clio Entertaiment,Bilingual by Design Bringing Buena Vista Social Club to Broadway,Buena Vista Social Club,Bronze,United States,AKA NYC,Integrated Campaign,Integrated Campaign,,https://resized-media.entries.clios.com/companies/5224/media/166aad78-2f96-4115-603b-08ddda7db5d2-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201705
2025,Clio Entertaiment,HE’S FOUND A NEW HOME,PADDINGTON The Musical,Bronze,United Kingdom,AKA UK,Integrated Campaign,Integrated Campaign,,https://resized-media.entries.clios.com/companies/5416/media/684126f9-2d56-4a97-45ab-08ddbc3a4ea4-medium.jpeg.webp,https://clios.com/winners-gallery/details/198094
2025,Clio Entertaiment,Good Night and Good Luck Broadway Key Art,Good Night and Good Luck on Broadway,Bronze,United States,AKA NYC,Key Art & Out of Home,Key Art,Posters One Sheets,https://resized-media.entries.clios.com/companies/5224/media/806df10a-afb0-49d5-9ffd-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/201744
2025,Clio Entertaiment,Universal Fan Fest Nights - Back To The Future Billboard,Universal Studios Hollywood,Bronze,United States,Popcorn,Key Art & Out of Home,Out of Home,Billboard,https://resized-media.entries.clios.com/companies/5802/media/70a8898b-f52a-4139-9f39-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/201524
2025,Clio Entertaiment,The Museum of Modern New York,The Museum of Modern Art,Bronze,United States,Serino Coyne,Key Art & Out of Home,Out of Home,Mixed Campaign,https://resized-media.entries.clios.com/companies/5421/media/cbe73c22-a438-4003-a015-08ddcf598d69-medium.JPG.webp,https://clios.com/winners-gallery/details/201733
2025,Clio Entertaiment,Tick Tick Tick,Six Flags Entertainment Corporation,Bronze,United States,TMA,Original Content,Creative Content,,https://resized-media.entries.clios.com/companies/141956/media/b21c2ea4-4e3b-4e4e-4e9c-08dd42fc65d2-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195078
2025,Clio Entertaiment,Animation Domination 2025 Sunday Campaign,FOX Entertainment,Bronze,United States,FOX Entertainment,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4967/media/9c2ff736-af1d-4a25-4096-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196680
2025,Clio Entertaiment,Arcane S2 A-V Campaign,Arcane Season 2,Bronze,United States,Tiny Hero,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4875/media/d5f24f03-878e-4319-a117-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199801
2025,Clio Entertaiment,Goosebumps The Vanishing Launch Campaign,Goosebumps The Vanishing,Bronze,United States,Disney Branded Television,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4957/media/fbf04cad-74b8-4966-9f78-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/198990
2025,Clio Entertaiment,Deli Boys On-Air Campaign,Onyx Collective,Bronze,United States,Onyx Collective,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/5035/media/a13458de-2350-4969-3fed-08dda8286ac6-medium.JPG.webp,https://clios.com/winners-gallery/details/194611
2025,Clio Entertaiment,Trafficked Underworlds with Mariana van Zeller,National Geographic,Bronze,United States,National Geographic,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4339/media/9e26399e-f468-497e-400c-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196495
2025,Clio Entertaiment,Campaign,The White Lotus S3,Bronze,United States,Motive,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4587/media/f2531056-f878-4273-47c1-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195452
2025,Clio Entertaiment,Fight Night Campaign,Fight Night,Bronze,United States,Trailer Park a Trailer Park Group Company,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4579/media/002ddc99-dfc8-4f7a-a39d-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200136
2025,Clio Entertaiment,Mr & Mrs Smith S1 - AV Campaign,Amazon MGM Studios,Bronze,United States,Amazon MGM Studios,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4984/media/4f84824e-2b66-424e-8585-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195746
2025,Clio Entertaiment,Squid Game Season 2,Netflix,Bronze,United States,Netflix Creative Studio,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4733/media/1035995a-4047-485b-824a-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/194949
2025,Clio Entertaiment,The Lord of the Rings The Rings of Power S2 - AV Campaign,Amazon MGM Studios,Bronze,United States,Amazon MGM Studios,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4661/media/bd8fecca-fb98-46cd-a53f-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/195189
2025,Clio Entertaiment,Campaign,Carry On,Bronze,Uruguay,X-AV,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4946/media/b844eecb-7b77-4f96-42e6-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/197327
2025,Clio Entertaiment,Water Changes Everything,Charity Water,Bronze,United States,Evolve Studios,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4777/media/d884bf12-730e-45aa-06e5-08dd8372b990-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/193467
2025,Clio Entertaiment,Patrick Starship Enterprise,Paramount-,Bronze,United States,Paramount-,Audio Visual Craft,‌Other,,https://resized-media.entries.clios.com/companies/143511/media/a8e88aad-1450-434d-fc1c-08ddda84979b-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/203034
2025,Clio Entertaiment,Best of the World 2024,National Geographic,Bronze,United States,National Geographic,Audio Visual Craft,Copywriting,,https://resized-media.entries.clios.com/companies/4339/media/a585e14a-749f-4004-4017-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196513
2025,Clio Entertaiment,Everybodys Live With John Mulaney,Netflix,Bronze,United States,Netflix,Audio Visual Craft,Copywriting,,https://resized-media.entries.clios.com/companies/142252/media/dfc50c63-4230-4c6c-b086-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/202653
2025,Clio Entertaiment,Alien Earth - 306 Gestation,FX,Bronze,United States,FX,Audio Visual Craft,Direction,,https://resized-media.entries.clios.com/companies/4559/media/a04ba412-b9d6-4937-fcb9-08ddda84979b-medium.jpg.webp,https://clios.com/winners-gallery/details/195465
2025,Clio Entertaiment,Date Announcement,Stranger Things 5,Bronze,United States,Requiem,Audio Visual Craft,Direction,,https://resized-media.entries.clios.com/companies/143294/media/6a839b62-121e-4764-4151-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/197030
2025,Clio Entertaiment,Team,Heads of State,Bronze,United States,AV Squad,Audio Visual Craft,Direction,,https://resized-media.entries.clios.com/companies/4977/media/80b8e92e-6f8a-4393-a35f-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202066
2025,Clio Entertaiment,Decibels,Stranger Things 5,Bronze,United States,Requiem,Audio Visual Craft,Editing,,https://resized-media.entries.clios.com/companies/143294/media/2363f9cf-8e70-4fc6-a5a0-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202948
2025,Clio Entertaiment,Love Death - Robots Season 4 Supercut,Netflix,Bronze,United States,Saylor,Audio Visual Craft,Editing,,https://resized-media.entries.clios.com/companies/5974/media/7580adc3-c2ba-4b23-faf4-08ddda84979b-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201420
