Festival,Year,Track,Title,Brand,Agency,Contributing_Agencies,Category,Country,Award Level,Permalink
Effie Awards Latam,2025,Single-Market,Mini Rooms,Newsan SA,Motorola,Quiroga,New products or services (launches) - Line extensión,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/mini-rooms-newsan-sa-motorola-2025/
Effie Awards Latam,2025,Single-Market,Más energía para el break del laburante,Rockstar,Febrero,,New products or services (launches) - Line extensión,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/mas-energia-para-el-break-del-laburante-rockstar-febrero-2025/
Effie Awards Latam,2025,Single-Market,Selladitos,Selladitos,Wild y PHD Guatemala,LDM Digital Guatemala Sociedad Anonima,New products or services (launches) - Line extensión,México,Shortlist,/awards/effie_latam/2025/campaigns/selladitos-selladitos-wild-y-phd-guatemala-2025/
Effie Awards Latam,2025,Single-Market,Hicimos historia haremos historia Sporting Cristal x Puma,Puma,Lemon,Havas Perú,New products or services (launches) - Line extensión,Perú,Shortlist,/awards/effie_latam/2025/campaigns/hicimos-historia-haremos-historia-sporting-cristal-x-puma-puma-lemon-2025/
Effie Awards Latam,2025,Single-Market,Perfume boomResults boom,Comfort Boom,Dark Kitchen Creatives,Initiative/BR Media Group/InPress Porter Novelli/The Co-Company,New products or services (launches) - Line extensión,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/perfume-boomresults-boom-comfort-boom-dark-kitchen-creatives-2025/
Effie Awards Latam,2025,Single-Market,Switch de SaboresConfuso hasta probarlas,Switch de Sabores,BBDO México,,New products or services (launches) - Line extensión,México,Shortlist,/awards/effie_latam/2025/campaigns/switch-de-saboresconfuso-hasta-probarlas-switch-de-sabores-bbdo-mexico-2025-2/
Effie Awards Latam,2025,Single-Market,Big Mac,Mc Donald´s,OMD Chile,Leo Burnett,New products or services (launches) - Line extensión,Chile,Shortlist,/awards/effie_latam/2025/campaigns/big-mac-mc-donalds-omd-chile-2025/
Effie Awards Latam,2025,Single-Market,BGH Aires acondicionados - Charlas Acaloradas,BGH,McCann Buenos Aires,Initiative Argentina,Home maintenance & accessories,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/bgh-aires-acondicionados-charlas-acaloradas-bgh-mccann-buenos-aires-2025/
Effie Awards Latam,2025,Single-Market,Patrocinio boca sucia,CIF,Droga5 São Paulo,Initiative Brasil,Home maintenance & accessories,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/patrocinio-boca-sucia-cif-droga5-sao-paulo-2025-2/
Effie Awards Latam,2025,Single-Market,De plato a patrimonio nacional la épica historia del Encebollado,Encebollado Real,VML Ecuador Norlop y Wavemaker,,Topical marketing,Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/de-plato-a-patrimonio-nacional-la-epica-historia-del-encebollado-encebollado-real-vml-ecuador-norlop-y-wavemaker-2025/
Effie Awards Latam,2025,Single-Market,Colombiana presenta El bus de la nuestra,Postobón,Sancho BBDO y OMD Colombia,,Topical marketing,Colombia,Shortlist,/awards/effie_latam/2025/campaigns/colombiana-presenta-el-bus-de-la-nuestra-postobon-sancho-bbdo-y-omd-colombia-2025/
Effie Awards Latam,2025,Single-Market,Johnnie Walker - Fuerte son ellas,Johnnie Walker,AlmapBBDO,,Topical marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/johnnie-walker-fuerte-son-ellas-johnnie-walker-almapbbdo-2025-2/
Effie Awards Latam,2025,Single-Market,Al verano llegamos todas,Dove,VML Argentina y Media Lab Agency,Initiative Argentina,Topical marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/al-verano-llegamos-todas-dove-vml-argentina-y-media-lab-agency-2025-3/
Effie Awards Latam,2025,Single-Market,Ludopatía digital,Movistar,VML Argentina,Faro Digital/Havas Plus,Topical marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/ludopatia-digital-movistar-vml-argentina-2025/
Effie Awards Latam,2025,Single-Market,Sharenting,Movistar,VML,Faro Digital/Havas Plus,Topical marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/sharenting-movistar-vml-2025/
Effie Awards Latam,2025,Single-Market,Bettyverse,Amazon,Isla República México,Initiative,Topical marketing,México,Shortlist,/awards/effie_latam/2025/campaigns/bettyverse-amazon-isla-republica-mexico-2025/
Effie Awards Latam,2025,Single-Market,Por un Perú sin papelones,Paracas,Boost Brand Accelerator,,Topical marketing,Perú,Shortlist,/awards/effie_latam/2025/campaigns/por-un-peru-sin-papelones-paracas-boost-brand-accelerator-2025-2/
Effie Awards Latam,2025,Single-Market,1 Minuto al corazón,Pingüino EC,Initiative y Publifyer,,Topical marketing,Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/1-minuto-al-corazon-pinguino-ec-initiative-y-publifyer-2025/
Effie Awards Latam,2025,Single-Market,Sponsor de la suerte,Schneider,Mercado McCann,,Topical marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/sponsor-de-la-suerte-schneider-mercado-mccann-2025-2/
Effie Awards Latam,2025,Single-Market,El sexo reactiva la economía,Tulipán,Zurda Agency,Pulmon/Retina,Topical marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/el-sexo-reactiva-la-economia-tulipan-zurda-agency-2025-2/
Effie Awards Latam,2025,Single-Market,Seguro ficticio ¿Tu personaje favorito se murió? ¡Felicitaciones ganaste!,RCN y Seguros del Estado,DDB Colombia y Multi,,Topical marketing,Colombia,Shortlist,/awards/effie_latam/2025/campaigns/seguro-ficticio-tu-personaje-favorito-se-murio-felicitaciones-ganaste-rcn-y-seguros-del-estado-ddb-colombia-y-multi-20-3/
Effie Awards Latam,2025,Single-Market,Six Back,Victoria,Gut México,Primo Content,Topical marketing,México,Shortlist,/awards/effie_latam/2025/campaigns/six-back-victoria-gut-mexico-2025/
Effie Awards Latam,2025,Single-Market,Más allá de los aros,Decathlon,Publicis,Sportv,Topical marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/mas-alla-de-los-aros-decathlon-publicis-2025-2/
Effie Awards Latam,2025,Single-Market,Vuelve Franco volvimos todos,Mercado Libre,Gut Argentina y Gut Brasil,Rebolucion,Topical marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/vuelve-franco-volvimos-todos-mercado-libre-gut-argentina-y-gut-brasil-2025/
Effie Awards Latam,2025,Single-Market,Taylormania,Banco Patagonia,TombrasNiña,Ignis Media Agency,Topical marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/taylormania-banco-patagonia-tombrasnina-2025-2/
Effie Awards Latam,2025,Single-Market,Fiat A buen entendedor minuto y medio basta,Fiat,Leo Burnett Tailor Made,Essence MediaCom,Topical marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/fiat-a-buen-entendedor-minuto-y-medio-basta-fiat-leo-burnett-tailor-made-2025-2/
Effie Awards Latam,2025,Single-Market,Andina Patrocinador oficial del fútbol NO profesional colombiano,Cerveza Andina,Sancho BBDO y OMD,,Experiental marketing (products & services),Colombia,Shortlist,/awards/effie_latam/2025/campaigns/andina-patrocinador-oficial-del-futbol-no-profesional-colombiano-cerveza-andina-sancho-bbdo-y-omd-2025-4/
Effie Awards Latam,2025,Single-Market,Realty for Gamers,Minutocorp,Garnier BBDO,,Experiental marketing (products & services),Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/realty-for-gamers-minutocorp-garnier-bbdo-2025-2/
Effie Awards Latam,2025,Single-Market,TIM Block Pin,TIM Brasil,BETC Havas,20Dash,Experiental marketing (products & services),Brasil,Shortlist,/awards/effie_latam/2025/campaigns/tim-block-pin-tim-brasil-betc-havas-2025/
Effie Awards Latam,2025,Single-Market,Romeo and Juliet by BIC,BIC,VML,Hogarth Worldwide Brasil/Carbono Sound LAB/Bolha/OIO,Experiental marketing (products & services),Brasil,Shortlist,/awards/effie_latam/2025/campaigns/romeo-and-juliet-by-bic-bic-vml-2025-2/
Effie Awards Latam,2025,Single-Market,Skip Ad Show,Emma / Gollo,Interaction,,Experiental marketing (products & services),Costa Rica,Shortlist,/awards/effie_latam/2025/campaigns/skip-ad-show-emma-gollo-interaction-2025-2/
Effie Awards Latam,2025,Single-Market,Gatorade Cool Seats,Gatorade,RGA,Genosha/Altro Sport,Experiental marketing (products & services),Argentina,Shortlist,/awards/effie_latam/2025/campaigns/gatorade-cool-seats-gatorade-rga-2025/
Effie Awards Latam,2025,Single-Market,Día de la madre O boticário tormentas pasan el amor permanece,O Boticário,AlmapBBDO,,Seasonal Marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/dia-de-la-madre-o-boticario-tormentas-pasan-el-amor-permanece-o-boticario-almapbbdo-2025/
Effie Awards Latam,2025,Single-Market,Skip Ad Show,Emma / Gollo,Interaction,,Seasonal Marketing,Costa Rica,Shortlist,/awards/effie_latam/2025/campaigns/skip-ad-show-emma-gollo-interaction-2025-3/
Effie Awards Latam,2025,Single-Market,Dia de las madres O Boticário El amor siempre tiene un plan,O Boticário,AlmapBBDO,,Seasonal Marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/dia-de-las-madres-o-boticario-el-amor-siempre-tiene-un-plan-o-boticario-almapbbdo-2025-2/
Effie Awards Latam,2025,Single-Market,Día de la madre O boticário tormentas pasan el amor permanece,O Boticário,AlmapBBDO,,Youth marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/dia-de-la-madre-o-boticario-tormentas-pasan-el-amor-permanece-o-boticario-almapbbdo-2025-2/
Effie Awards Latam,2025,Single-Market,Estudiar es rebelarse el movimiento que Siglo 21 convirtió en bandera,Universidad Siglo 21,Don by Havas (Argentina),,Youth marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/estudiar-es-rebelarse-el-movimiento-que-siglo-21-convirtio-en-bandera-universidad-siglo-21-don-by-havas-argentina-2025/
Effie Awards Latam,2025,Single-Market,Paketaxo Dark El alma dark de la fiesta,Paketaxo,Don by Havas,,Youth marketing,México,Shortlist,/awards/effie_latam/2025/campaigns/paketaxo-dark-el-alma-dark-de-la-fiesta-paketaxo-don-by-havas-2025-2/
Effie Awards Latam,2025,Single-Market,(Un)deleted,Dove,VML Argentina y Media Lab Agency,Bien Buenos Aires/Initiative Argentina/Mama Hungara,Youth marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/undeleted-dove-vml-argentina-y-media-lab-agency-2025-3/
Effie Awards Latam,2025,Single-Market,Ludopatía digital,Movistar,VML Argentina,Faro Digital/Havas Plus,Youth marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/ludopatia-digital-movistar-vml-argentina-2025-2/
Effie Awards Latam,2025,Single-Market,Suerte con el que te toque,Flamin Hot Ruleta,Isla República México e Isla República Argentina,,Youth marketing,México,Shortlist,/awards/effie_latam/2025/campaigns/suerte-con-el-que-te-toque-flamin-hot-ruleta-isla-republica-mexico-e-isla-republica-argentina-2025/
Effie Awards Latam,2025,Single-Market,PomarolaCo-creación con salsa,Pomarola,MRM Brasil,Noir Tropical,Youth marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/pomarolaco-creacion-con-salsa-pomarola-mrm-brasil-2025/
Effie Awards Latam,2025,Single-Market,The Test List,Grupo Omint,Tombras Niña,,Youth marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/the-test-list-grupo-omint-tombras-nina-2025-2/
Effie Awards Latam,2025,Single-Market,Dove - Only available in Brazil,Dove,David y Tastemakers Assessoria De Comunicacao LTDA,Initiative/BR Media Group,Youth marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/dove-only-available-in-brazil-dove-david-y-tastemakers-assessoria-de-comunicacao-ltda-2025/
Effie Awards Latam,2025,Single-Market,Trident free fire - Suelta la skin al juego,Trident - Games,Leo Burnett Tailor Made,,Promotional marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/trident-free-fire-suelta-la-skin-al-juego-trident-games-leo-burnett-tailor-made-2025-2/
Effie Awards Latam,2025,Single-Market,Dancing Washers,Whirlpool,VML,,Promotional marketing,México,Shortlist,/awards/effie_latam/2025/campaigns/dancing-washers-whirlpool-vml-2025-3/
Effie Awards Latam,2025,Single-Market,Un Argentino no te abandona Rexona tampoco,Rexona,Zurda e Initiative Argentina,Medialab/Catch,Promotional marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/un-argentino-no-te-abandona-rexona-tampoco-rexona-zurda-e-initiative-argentina-2025-3/
Effie Awards Latam,2025,Single-Market,"Ser navicumpleañero"" no es divertido",Amazon,AlmapBBDO,Rufus,Promotional marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/ser-navicumpleanero-no-es-divertido-amazon-almapbbdo-2025/
Effie Awards Latam,2025,Single-Market,Abogados BK Taste,Burger King,AlmapBBDO,Jotacom/Streetwise,Promotional marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/abogados-bk-taste-burger-king-almapbbdo-2025-4/
Effie Awards Latam,2025,Single-Market,La cuenta que tu camello merece,Banco de Bogotá,McCann Worldgroup Colombia y UM Universal McCann Colombia,,Promotional marketing,Colombia,Shortlist,/awards/effie_latam/2025/campaigns/la-cuenta-que-tu-camello-merece-banco-de-bogota-mccann-worldgroup-colombia-y-um-universal-mccann-colombia-2025/
Effie Awards Latam,2025,Single-Market,El sonido del divorcio,Calm es Simple,Ogilvy & Mather,,Promotional marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/el-sonido-del-divorcio-calm-es-simple-ogilvy-and-mather-2025-2/
Effie Awards Latam,2025,Single-Market,Anillo Brahmero,Brahma,Grey Argentina,,Promotional marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/anillo-brahmero-brahma-grey-argentina-2025/
Effie Awards Latam,2025,Single-Market,Big Ma,McDonalds,Publicis Groupe Panamá y Starcom Panamá,PXP/The Producers/La Doble,Promotional marketing,Panamá,Shortlist,/awards/effie_latam/2025/campaigns/big-ma-mcdonalds-publicis-groupe-panama-y-starcom-panama-2025/
Effie Awards Latam,2025,Single-Market,Handshake Desbloqueando conversiones masivas en tiempo real,Mercado Libre,UM México,Gut/Meet Super,Promotional marketing,México,Shortlist,/awards/effie_latam/2025/campaigns/handshake-desbloqueando-conversiones-masivas-en-tiempo-real-mercado-libre-um-mexico-2025/
Effie Awards Latam,2025,Single-Market,El sexo reactiva la economía,Tulipán,Zurda Agency,Pulmon/Retina,Promotional marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/el-sexo-reactiva-la-economia-tulipan-zurda-agency-2025-3/
Effie Awards Latam,2025,Single-Market,Vives en una pizza,Papa Johns Pizza,be flamingo,,Promotional marketing,Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/vives-en-una-pizza-papa-johns-pizza-be-flamingo-2025/
Effie Awards Latam,2025,Single-Market,Tacorcholata,Victoria,Wieden + Kennedy,Wieden + Kennedy,Promotional marketing,México,Shortlist,/awards/effie_latam/2025/campaigns/tacorcholata-victoria-wieden-kennedy-2025-3/
Effie Awards Latam,2025,Single-Market,Incomplete Ads,Qué Rico!,McCann Panamá,,Promotional marketing,Panamá,Shortlist,/awards/effie_latam/2025/campaigns/incomplete-ads-que-rico-mccann-panama-2025/
Effie Awards Latam,2025,Single-Market,Sanders de los dientes,KFC,MullenLowe SPP3 y PHD Perú,Newlink Perú,Promotional marketing,Perú,Shortlist,/awards/effie_latam/2025/campaigns/sanders-de-los-dientes-kfc-mullenlowe-spp3-y-phd-peru-2025/
Effie Awards Latam,2025,Single-Market,Chaves,Ypê,DPZ,,Promotional marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/chaves-ype-dpz-2025/
Effie Awards Latam,2025,Single-Market,Y si el daño fuera belleza?,Dove,VML e Initiative Argentina,Paramount +/Mercado ads/Medialab,Promotional marketing,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/y-si-el-dano-fuera-belleza-dove-vml-e-initiative-argentina-2025-2/
Effie Awards Latam,2025,Single-Market,Reborn songs,LifeLink,VML,,Promotional marketing,Puerto Rico,Shortlist,/awards/effie_latam/2025/campaigns/reborn-songs-lifelink-vml-2025/
Effie Awards Latam,2025,Single-Market,KitKot,KitKat,Ogilvy Brasil,Sailor Studio/Media Brands,Promotional marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/kitkot-kitkat-ogilvy-brasil-2025-2/
Effie Awards Latam,2025,Single-Market,Charitón de la tele a la góndola,Nestlé Perú,America TV,McCann Lima/Thrive/Apoyo Comunicacion SA,Promotional marketing,Perú,Shortlist,/awards/effie_latam/2025/campaigns/chariton-de-la-tele-a-la-gondola-nestle-peru-america-tv-2025-2/
Effie Awards Latam,2025,Single-Market,Tera La gran llegada,Volkswagen,AlmapBBDO,,Promotional marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/tera-la-gran-llegada-volkswagen-almapbbdo-2025/
Effie Awards Latam,2025,Single-Market,CPG,Mercado Libre,GUT México,Mama Hungara,Promotional marketing,México,Shortlist,/awards/effie_latam/2025/campaigns/cpg-mercado-libre-gut-mexico-2025/
Effie Awards Latam,2025,Single-Market,La hormiga que hizo que ahorrar no diera pereza,Davivienda,Madison DDB,,Products & financial services,Costa Rica,Shortlist,/awards/effie_latam/2025/campaigns/la-hormiga-que-hizo-que-ahorrar-no-diera-pereza-davivienda-madison-ddb-2025/
Effie Awards Latam,2025,Single-Market,De la razón al corazón el giro que cambió el vínculo de Santander con las Pymes,Santander,Don by Havas (Argentina),,Products & financial services,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/de-la-razon-al-corazon-el-giro-que-cambio-el-vinculo-de-santander-con-las-pymes-santander-don-by-havas-argentina-2025/
Effie Awards Latam,2025,Single-Market,Nubanc por Matt LeBlanc,Nubank,Wieden + Kennedy,,Products & financial services,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/nubanc-por-matt-leblanc-nubank-wieden-kennedy-2025-2/
Effie Awards Latam,2025,Single-Market,Nubank conquistando el territorio de películas y series,Nubank,Wieden + Kennedy y Nubank Creative Hub,,Products & financial services,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/nubank-conquistando-el-territorio-de-peliculas-y-series-nubank-wieden-kennedy-y-nubank-creative-hub-2025/
Effie Awards Latam,2025,Single-Market,Mastercardmakeup payment,Mastercard,MRM,VANQ/Mandril Audio,Products & financial services,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/mastercardmakeup-payment-mastercard-mrm-2025/
Effie Awards Latam,2025,Single-Market,Cómo una apuesta le robó el show a los patrocinadores de la Copa América,Wingo,Havas Colombia,Havas Argentina,Products & financial services,Colombia,Shortlist,/awards/effie_latam/2025/campaigns/como-una-apuesta-le-robo-el-show-a-los-patrocinadores-de-la-copa-america-wingo-havas-colombia-2025/
Effie Awards Latam,2025,Single-Market,Promesas absurdas,ASDRA,VML,,Products & financial services,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/promesas-absurdas-asdra-vml-2025-3/
Effie Awards Latam,2025,Single-Market,Fuego Vs Galo,Burger King,Streetwise,Eletromidia/OOH/Clear Channel BR/JCDecaux,Products & financial services,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/fuego-vs-galo-burger-king-streetwise-2025/
Effie Awards Latam,2025,Single-Market,Decí Fulbo,TaDa,draftLine BUE,,Products & financial services,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/deci-fulbo-tada-draftline-bue-2025-2/
Effie Awards Latam,2025,Single-Market,Vuelve Franco volvimos todos,Mercado Libre,Gut Argentina y Gut Brasil,Rebolucion,Products & financial services,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/vuelve-franco-volvimos-todos-mercado-libre-gut-argentina-y-gut-brasil-2025-2/
Effie Awards Latam,2025,Single-Market,Fiat De un limón una goleada,Fiat,Leo Burnett Tailor Made,Globo Comunicacao e Participacoes S/A,Products & financial services,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/fiat-de-un-limon-una-goleada-fiat-leo-burnett-tailor-made-2025-3/
Effie Awards Latam,2025,Single-Market,Pete Zahat,Pizza Hut,BBA,,Social media,Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/pete-zahat-pizza-hut-bba-2025/
Effie Awards Latam,2025,Single-Market,Dancing washers,Whirlpool,VML,,Social media,México,Shortlist,/awards/effie_latam/2025/campaigns/dancing-washers-whirlpool-vml-2025-4/
Effie Awards Latam,2025,Single-Market,Historias de heladera,Hellmanns Argentina,Ogilvy Argentina e Initiative Argentina,Media Lab,Social media,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/historias-de-heladera-hellmanns-argentina-ogilvy-argentina-e-initiative-argentina-2025-2/
Effie Awards Latam,2025,Single-Market,Me vale Cheetos,Cheetos,Slap Global,,Social media,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/me-vale-cheetos-cheetos-slap-global-2025-3/
Effie Awards Latam,2025,Single-Market,Medusa La serie que se auto-censuró,Netflix,Sancho BBDO,Flare BBDO,Social media,Colombia,Shortlist,/awards/effie_latam/2025/campaigns/medusa-la-serie-que-se-auto-censuro-netflix-sancho-bbdo-2025-3/
Effie Awards Latam,2025,Single-Market,Destino oculto Cómo vender todo un vuelo con un solo post,Wingo y AB InBev Bavaria,Havas Colombia,,Social media,Colombia,Shortlist,/awards/effie_latam/2025/campaigns/destino-oculto-como-vender-todo-un-vuelo-con-un-solo-post-wingo-y-ab-inbev-bavaria-havas-colombia-2025/
Effie Awards Latam,2025,Single-Market,Pedro Sola Segunda oportunidad,Hellmanns,Initiative México,Épica,Social media,México,Shortlist,/awards/effie_latam/2025/campaigns/pedro-sola-segunda-oportunidad-hellmanns-initiative-mexico-2025-2/
Effie Awards Latam,2025,Single-Market,Nubanc por Matt LeBlanc,Nubank,Wieden + Kennedy,,Social media,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/nubanc-por-matt-leblanc-nubank-wieden-kennedy-2025-3/
Effie Awards Latam,2025,Single-Market,Report this ad,Veris,Paradais DDB,,Social media,Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/report-this-ad-veris-paradais-ddb-2025-2/
Effie Awards Latam,2025,Single-Market,¿Ese producto? ¡Yo no lo voy a usar! TRESemmé hizo lo que ninguna marca se atrevió a hacer lanzar una anti-campaña para un producto anti-frizzElegimos vender verdad no promesas,TRESemmé,Out Of Office,Index Conectada/Initiative/Surreal Hotel Arts/Notan Studio,Social media,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/ese-producto-yo-no-lo-voy-a-usar-tresemme-hizo-lo-que-ninguna-marca-se-atrevio-a-hacer-lanzar-una-anti-campana-para-un-2/
Effie Awards Latam,2025,Single-Market,El Dibu,Adidas,Adidas,,Social media,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/el-dibu-adidas-adidas-2025/
Effie Awards Latam,2025,Single-Market,Protegiendo el futuro de Sol,Cemento Sol,VML,Apoyo Comunicación SA,Social media,Perú,Shortlist,/awards/effie_latam/2025/campaigns/protegiendo-el-futuro-de-sol-cemento-sol-vml-2025/
Effie Awards Latam,2025,Single-Market,Corona Island LDA,Corona,The Board,Bilbao Group,Social media,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/corona-island-lda-corona-the-board-2025/
Effie Awards Latam,2025,Single-Market,Fiat A buen entendedor minuto y medio basta,Fiat,Leo Burnett Tailor Made,Essence MediaCom,Social media,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/fiat-a-buen-entendedor-minuto-y-medio-basta-fiat-leo-burnett-tailor-made-2025-3/
Effie Awards Latam,2025,Single-Market,El fin de la discusión paga el que tiene la de Santander,Santander,Don by Havas (Argentina),,Relaunches,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/el-fin-de-la-discusion-paga-el-que-tiene-la-de-santander-santander-don-by-havas-argentina-2025/
Effie Awards Latam,2025,Single-Market,Lo estás haciendo bien,Gloria,Fahrenheit DDB,Starcom - Publicis Groupe,Relaunches,Perú,Shortlist,/awards/effie_latam/2025/campaigns/lo-estas-haciendo-bien-gloria-fahrenheit-ddb-2025-2/
Effie Awards Latam,2025,Single-Market,Wi-Fi hogar,Personal,Gut Argentina,Argentina Cine,Relaunches,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/wi-fi-hogar-personal-gut-argentina-2025/
Effie Awards Latam,2025,Single-Market,Extinto una línea de perfumes que está ayudando a salvar paraísos en todo el mundoExtinto,O Boticário,AlmapBBDO,,Corporate reputation - Professional services,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/extinto-una-linea-de-perfumes-que-esta-ayudando-a-salvar-paraisos-en-todo-el-mundoextinto-o-boticario-almapbbdo-2025/
Effie Awards Latam,2025,Single-Market,This is not a game,Movistar,VML,Havas Group México,Corporate reputation - Professional services,México,Shortlist,/awards/effie_latam/2025/campaigns/this-is-not-a-game-movistar-vml-2025-3/
Effie Awards Latam,2025,Single-Market,El momento de la verdad,OSDE,Zurda Agency,Argentina Cine/Pulmon/DKS/Quiroga,Corporate reputation - Professional services,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/el-momento-de-la-verdad-osde-zurda-agency-2025/
Effie Awards Latam,2025,Single-Market,Aliados de tu desarrollo,Alicorp,Valor Group,Tribeca Media Group Perú SAC/MediaHub/LLYC,Corporate reputation - Professional services,Perú,Shortlist,/awards/effie_latam/2025/campaigns/aliados-de-tu-desarrollo-alicorp-valor-group-2025/
Effie Awards Latam,2025,Single-Market,Peternity leave,Royal Canin,Tombras Niña,Urban Grupo de Comunicación/Landia/MediaCom (Arge),Corporate reputation - Professional services,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/peternity-leave-royal-canin-tombras-nina-2025/
Effie Awards Latam,2025,Single-Market,(Re)search my body,Grupo Boticário,Gut Brasil,Vetor Zero/SoWhat/Máquina/Cabaret,Corporate reputation - Professional services,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/research-my-body-grupo-boticario-gut-brasil-2025-2/
Effie Awards Latam,2025,Single-Market,Glowing relief,Alivia Health,De la Cruz Ogilvy,,Crisis response,Puerto Rico,Shortlist,/awards/effie_latam/2025/campaigns/glowing-relief-alivia-health-de-la-cruz-ogilvy-2025-3/
Effie Awards Latam,2025,Single-Market,Community king,Burger King,BBA Ecuador,,Crisis response,Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/community-king-burger-king-bba-ecuador-2025/
Effie Awards Latam,2025,Single-Market,T-Search,ONG Mães da Sé,Cappuccino,Shotfilmes/Ultrassom Music Ideas/Weber Shandwick (Brasil)/Powell Tate Brazil,Crisis response,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/t-search-ong-maes-da-se-cappuccino-2025-4/
Effie Awards Latam,2025,Single-Market,Invocando al rey en halloween,Burger King Puerto Rico,De la Cruz Ogilvy,,Restaurants,Puerto Rico,Shortlist,/awards/effie_latam/2025/campaigns/invocando-al-rey-en-halloween-burger-king-puerto-rico-de-la-cruz-ogilvy-2025-2/
Effie Awards Latam,2025,Single-Market,Día de la madre O Boticário tormentas pasan el amor permanece,O Boticário,AlmapBBDO,,Restaurants,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/dia-de-la-madre-o-boticario-tormentas-pasan-el-amor-permanece-o-boticario-almapbbdo-2025-3/
Effie Awards Latam,2025,Single-Market,Día de los padres O Boticário ¿Hasta cuándo vamos a pensar que 5 días son suficientes?,O Boticário,AlmapBBDO,,Restaurants,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/dia-de-los-padres-o-boticario-hasta-cuando-vamos-a-pensar-que-5-dias-son-suficientes-o-boticario-almapbbdo-2025-3/
Effie Awards Latam,2025,Single-Market,Dia de las madres O Boticário 2025 El amor siempre tiene un plan,O Boticário,AlmapBBDO,,Restaurants,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/dia-de-las-madres-o-boticario-2025-el-amor-siempre-tiene-un-plan-o-boticario-almapbbdo-2025/
