Festival,Year,Track,Title,Brand,Agency,Category,Country,Award,Permalink
El Ojo de Iberoamerica,2025,PR,399 años despues,Universidad de Alcala de Universidad de Alcala,Ernest (España),Bien publico y mensajes gubernamentales,España,Shortlist,/awards/el_ojo/2025/campaigns/399-anos-despues-universidad-de-alcala-de-universidad-de-alcala-ernest-espana-2025/
El Ojo de Iberoamerica,2025,PR,399 años despues,Universidad de Alcala de Universidad de Alcala,Ernest (España),Eventos y patrocinios,España,Shortlist,/awards/el_ojo/2025/campaigns/399-anos-despues-universidad-de-alcala-de-universidad-de-alcala-ernest-espana-2025-2/
El Ojo de Iberoamerica,2025,PR,El chip de la esperanza,Universidad de Ingenieria y Tecnologia (UTEC) de Utec,Nodos Peru (Peru),Prototipo,Peru,Shortlist,/awards/el_ojo/2025/campaigns/el-chip-de-la-esperanza-universidad-de-ingenieria-y-tecnologia-utec-de-utec-nodos-peru-peru-2025/
El Ojo de Iberoamerica,2025,PR,Saving pelotica de goma,Vacilate esto de Vacilate esto,La web / Buentipo,Influencers y Co-creacion de contenido,Venezuela,Shortlist,/awards/el_ojo/2025/campaigns/saving-pelotica-de-goma-vacilate-esto-de-vacilate-esto-la-web-buentipo-2025-2/
El Ojo de Iberoamerica,2025,PR,Saving pelotica de goma,Vacilate esto de Vacilate esto,La web / Buentipo,Actualidad y contexto,Venezuela,Shortlist,/awards/el_ojo/2025/campaigns/saving-pelotica-de-goma-vacilate-esto-de-vacilate-esto-la-web-buentipo-2025-3/
El Ojo de Iberoamerica,2025,PR,Saving pelotica de goma,Vacilate esto de Vacilate esto,La web / Buentipo,Acciones,Venezuela,Shortlist,/awards/el_ojo/2025/campaigns/saving-pelotica-de-goma-vacilate-esto-de-vacilate-esto-la-web-buentipo-2025-4/
El Ojo de Iberoamerica,2025,PR,Saving pelotica de goma,Vacilate esto de Vacilate esto,La web / Buentipo,Eventos y sponsorship,Venezuela,Shortlist,/awards/el_ojo/2025/campaigns/saving-pelotica-de-goma-vacilate-esto-de-vacilate-esto-la-web-buentipo-2025-5/
El Ojo de Iberoamerica,2025,PR,Saving pelotica de goma,Vacilate esto de Vacilate esto,La web / Buentipo,Mercado especifico,Venezuela,Shortlist,/awards/el_ojo/2025/campaigns/saving-pelotica-de-goma-vacilate-esto-de-vacilate-esto-la-web-buentipo-2025-6/
El Ojo de Iberoamerica,2025,PR,Report this ad,Veris de Veris,Paradais DDB (Ecuador),Servicios,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/report-this-ad-veris-de-veris-paradais-ddb-ecuador-2025-4/
El Ojo de Iberoamerica,2025,PR,Report this ad,Veris de Veris,Paradais DDB (Ecuador),Uso innovador de las plataformas sociales,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/report-this-ad-veris-de-veris-paradais-ddb-ecuador-2025-5/
El Ojo de Iberoamerica,2025,PR,Report this ad,Veris de Veris,Paradais DDB (Ecuador),Estrategia social,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/report-this-ad-veris-de-veris-paradais-ddb-ecuador-2025-6/
El Ojo de Iberoamerica,2025,PR,Recuerdame viviendo,Victoria de AB InBev Grupo Modelo Mexico,Wieden+Kennedy Mexico,Mejor visualizacion de datos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/recuerdame-viviendo-victoria-de-ab-inbev-grupo-modelo-mexico-wiedenkennedy-mexico-2025-3/
El Ojo de Iberoamerica,2025,PR,Recuerdos imborrables,Victoria de AB InBev Grupo Modelo Mexico,The Juju Mexico,Creatividad y experiencia impulsada por datos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/recuerdos-imborrables-victoria-de-ab-inbev-grupo-modelo-mexico-the-juju-mexico-2025/
El Ojo de Iberoamerica,2025,PR,Recuerdame viviendo,Victoria de AB InBev Grupo Modelo Mexico,Wieden+Kennedy Mexico,Co-creacion de contenidos generados por el usuario,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/recuerdame-viviendo-victoria-de-ab-inbev-grupo-modelo-mexico-wiedenkennedy-mexico-2025-4/
El Ojo de Iberoamerica,2025,PR,La primera pororoca,Vivo de Telefonica Brasil,Africa Creative,Medios audiovisuales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/la-primera-pororoca-vivo-de-telefonica-brasil-africa-creative-2025/
El Ojo de Iberoamerica,2025,PR,La primera pororoca,Vivo de Telefonica Brasil,Africa Creative,Plataformas digitales sociales e Influencers,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/la-primera-pororoca-vivo-de-telefonica-brasil-africa-creative-2025-2/
El Ojo de Iberoamerica,2025,PR,W1ng cod3s,Volaris Airlines de Volaris Airlines,Havas HOY (Mexico),Intervenciones,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/w1ng-cod3s-volaris-airlines-de-volaris-airlines-havas-hoy-mexico-2025-5/
El Ojo de Iberoamerica,2025,PR,W1ng cod3s,Volaris Airlines de Volaris Airlines,Havas HOY (Mexico),Marca local,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/w1ng-cod3s-volaris-airlines-de-volaris-airlines-havas-hoy-mexico-2025-6/
El Ojo de Iberoamerica,2025,PR,Re-commerce Atacama,VtexDesierto Vestido de Vtex Brasil,Artplan (Brasil),Actualidad y contexto,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/re-commerce-atacama-vtexdesierto-vestido-de-vtex-brasil-artplan-brasil-2025-2/
El Ojo de Iberoamerica,2025,PR,Re-commerce Atacama,VtexDesierto Vestido de Vtex Brasil,Artplan (Brasil),Sitio webs/aplicaciones de e-commerce,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/re-commerce-atacama-vtexdesierto-vestido-de-vtex-brasil-artplan-brasil-2025-3/
El Ojo de Iberoamerica,2025,PR,Re-commerce Atacama,VtexDesierto Vestido de Vtex Brasil,Artplan (Brasil),Comercio sostenible,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/re-commerce-atacama-vtexdesierto-vestido-de-vtex-brasil-artplan-brasil-2025-4/
El Ojo de Iberoamerica,2025,PR,Re-commerce Atacama,VtexDesierto Vestido de Vtex Brasil,Artplan (Brasil),Ideas de Iberoamerica con relevancia internacional,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/re-commerce-atacama-vtexdesierto-vestido-de-vtex-brasil-artplan-brasil-2025-5/
El Ojo de Iberoamerica,2025,PR,Re-commerce Atacama,VtexDesierto Vestido de Vtex Brasil,Artplan (Brasil),Ideas creadas para una marca,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/re-commerce-atacama-vtexdesierto-vestido-de-vtex-brasil-artplan-brasil-2025-6/
El Ojo de Iberoamerica,2025,PR,Tampon FOR MEN struation,Vuokkoset Menstrual Products de Vuokkoset,TBWA\ Helsinki,Ideas de latinos viviendo fuera de Iberoamerica,Finlandia,Shortlist,/awards/el_ojo/2025/campaigns/tampon-for-men-struation-vuokkoset-menstrual-products-de-vuokkoset-tbwa-helsinki-2025/
El Ojo de Iberoamerica,2025,PR,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Comercio Social & Influencers,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-10/
El Ojo de Iberoamerica,2025,PR,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Sitio webs/aplicaciones de e-commerce,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-11/
El Ojo de Iberoamerica,2025,PR,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Mejor tecnologia en el uso de datos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-12/
El Ojo de Iberoamerica,2025,PR,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Productos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-13/
El Ojo de Iberoamerica,2025,PR,When you re not here,Whirlpool de Whirlpool Mexico,VML Mexico,Online ad,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/when-you-re-not-here-whirlpool-de-whirlpool-mexico-vml-mexico-2025-2/
El Ojo de Iberoamerica,2025,PR,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Co-creacion de contenidos generados por el usuario,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-14/
El Ojo de Iberoamerica,2025,PR,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Ideas de Iberoamerica con relevancia internacional,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-15/
El Ojo de Iberoamerica,2025,PR,Formacion diferente,Yape de Banco de Credito del Peru,121 Latam (Peru),Social diversidad e Inclusion,Peru,Shortlist,/awards/el_ojo/2025/campaigns/formacion-diferente-yape-de-banco-de-credito-del-peru-121-latam-peru-2025/
El Ojo de Iberoamerica,2025,PR,Manual de instrucciones,YPF de YPF,Mercado McCann,Productos y Servicios,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/manual-de-instrucciones-ypf-de-ypf-mercado-mccann-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,UMBRA,1996 de 1996 HEADWEAR,Akira Cine (Colombia),Bajo Presupuesto,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/umbra-1996-de-1996-headwear-akira-cine-colombia-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Bienvenidos workalovers,Advertising Week Latam de Advertising Week Latam,Archer Troy (Mexico),Direccion de actores,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/bienvenidos-workalovers-advertising-week-latam-de-advertising-week-latam-archer-troy-mexico-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Fotografia,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-10/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Direccion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-11/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexico hermanos,Aeromexico de Aeromexico,Ogilvy Mexico,Direccion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexico-hermanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Produccion Integral,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-12/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexico hermanos,Aeromexico de Aeromexico,Ogilvy Mexico,Direccion de actores,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexico-hermanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-3/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Guion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-13/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Correccion de color,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-14/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexico hermanos,Aeromexico de Aeromexico,Ogilvy Mexico,Correccion de color,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexico-hermanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-4/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Aeromexico hermanos,Aeromexico de Aeromexico,Ogilvy Mexico,Edicion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexico-hermanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-5/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,The bind,Akira Cine de Akira Cine,Akira Cine (Colombia),Bajo Presupuesto,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/the-bind-akira-cine-de-akira-cine-akira-cine-colombia-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Amnistia Internacional,Amnistia Internacional de Amnistia Internacional España,La Despensa (España),Bajo Presupuesto,España,Shortlist,/awards/el_ojo/2025/campaigns/amnistia-internacional-amnistia-internacional-de-amnistia-internacional-espana-la-despensa-espana-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Fotografia y Direccion de Arte,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-10/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Direccion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-11/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Produccion integral,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-12/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Direccion de actores,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-13/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Guion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-14/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Correccion de color,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-15/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Edicion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-16/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Carolina,Asociacion Mexicana de Diabetes de Asociacion Mexicana de Diabetes en la Ciudad de Mexico,D14S (Mexico),Nuevos/as Realizadores/as (hasta maximo 3 años de experiencia profesional),Mexico,Shortlist,/awards/el_ojo/2025/campaigns/carolina-asociacion-mexicana-de-diabetes-de-asociacion-mexicana-de-diabetes-en-la-ciudad-de-mexico-d14s-mexico-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Carolina,Asociacion Mexicana de Diabetes de Asociacion Mexicana de Diabetes en la Ciudad de Mexico,D14S (Mexico),Bajo Presupuesto (hasta USD 50.000.-),Mexico,Shortlist,/awards/el_ojo/2025/campaigns/carolina-asociacion-mexicana-de-diabetes-de-asociacion-mexicana-de-diabetes-en-la-ciudad-de-mexico-d14s-mexico-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Alien (Audi),Audi de Audi España,C14TORCE (España),Direccion de actores,España,Shortlist,/awards/el_ojo/2025/campaigns/alien-audi-audi-de-audi-espana-c14torce-espana-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Sweeter than the sweetest,Axe/Lynx de Unilever Global,LOLA MullenLowe (España),Direccion,España,Shortlist,/awards/el_ojo/2025/campaigns/sweeter-than-the-sweetest-axelynx-de-unilever-global-lola-mullenlowe-espana-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,El esfuerzo te define,Banco Pichincha de Banco Pichincha Ecuador,Delta MullenLowe (Ecuador),Fotografia,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/el-esfuerzo-te-define-banco-pichincha-de-banco-pichincha-ecuador-delta-mullenlowe-ecuador-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,CabeÃ§as,Bienal de SÃ£o Paulo de 36Â° Bienal de SÃ£o Paulo,Africa Creative,Efectos visuales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/cabeaas-bienal-de-sao-paulo-de-36a-bienal-de-sao-paulo-africa-creative-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,La busqueda,Bradesco Seguros de Bradesco Seguros,Almap BBDO (Brasil),Direccion,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/la-busqueda-bradesco-seguros-de-bradesco-seguros-almap-bbdo-brasil-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,La busqueda,Bradesco Seguros de Bradesco Seguros,Almap BBDO (Brasil),Animacion,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/la-busqueda-bradesco-seguros-de-bradesco-seguros-almap-bbdo-brasil-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,La busqueda,Bradesco Seguros de Bradesco Seguros,Almap BBDO (Brasil),Efectos visuales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/la-busqueda-bradesco-seguros-de-bradesco-seguros-almap-bbdo-brasil-2025-3/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Papota,Ca7riel & Paco Amoroso de Sony Music Argentina,About Entertainment (Argentina),Fotografia y Direccion de Arte,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/papota-ca7riel-and-paco-amoroso-de-sony-music-argentina-about-entertainment-argentina-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Papota,Ca7riel & Paco Amoroso de Sony Music Argentina,About Entertainment (Argentina),Direccion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/papota-ca7riel-and-paco-amoroso-de-sony-music-argentina-about-entertainment-argentina-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,47,Cafe Joyeux de Cafe Joyeux,Klick Health Brasil,Animacion,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/47-cafe-joyeux-de-cafe-joyeux-klick-health-brasil-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Cementos,Cementos Progreso de Cementos Progreso,Sapiens Group (Guatemala),Nuevos/as Realizadores/as (hasta maximo 3 años de experiencia profesional),Guatemala,Shortlist,/awards/el_ojo/2025/campaigns/cementos-cementos-progreso-de-cementos-progreso-sapiens-group-guatemala-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Don t stop motion,CENABAST de Gobierno de Chile,VML Chile,Animacion,Chile,Shortlist,/awards/el_ojo/2025/campaigns/don-t-stop-motion-cenabast-de-gobierno-de-chile-vml-chile-2025-4/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Monstruo vs robot,CitroÃ«n Brasil de Stellantis,BETC HAVAS,Efectos visuales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/monstruo-vs-robot-citroan-brasil-de-stellantis-betc-havas-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Estudia agrimensura,Consejo Profesional de Agrimensura de CPA,From (Uruguay),Guion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/estudia-agrimensura-consejo-profesional-de-agrimensura-de-cpa-from-uruguay-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,100 Años,Corona de AB InBev Grupo Modelo Mexico,GUT Mexico,Fotografia,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/100-anos-corona-de-ab-inbev-grupo-modelo-mexico-gut-mexico-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,100 Años,Corona de AB InBev Grupo Modelo Mexico,GUT Mexico,Direccion de Arte,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/100-anos-corona-de-ab-inbev-grupo-modelo-mexico-gut-mexico-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,100 Años,Corona de AB InBev Grupo Modelo Mexico,GUT Mexico,Direccion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/100-anos-corona-de-ab-inbev-grupo-modelo-mexico-gut-mexico-2025-3/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,100 Años,Corona de AB InBev Grupo Modelo Mexico,GUT Mexico,Produccion Integral,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/100-anos-corona-de-ab-inbev-grupo-modelo-mexico-gut-mexico-2025-4/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Somos de otro planeta,Doritos de PepsiCo Mexico,Isla (Mexico),Fotografia y Direccion de Arte,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/somos-de-otro-planeta-doritos-de-pepsico-mexico-isla-mexico-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Somos de otro planeta,Doritos de PepsiCo Mexico,Isla (Mexico),Produccion integral,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/somos-de-otro-planeta-doritos-de-pepsico-mexico-isla-mexico-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Somos de otro planeta,Doritos de PepsiCo Mexico,Isla (Mexico),Efectos visuales,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/somos-de-otro-planeta-doritos-de-pepsico-mexico-isla-mexico-2025-3/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,180 años con las hierbas bien puestas,Fernet Branca de Fratelli Branca Destilerias,GUT Buenos Aires,Direccion de Arte,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/180-anos-con-las-hierbas-bien-puestas-fernet-branca-de-fratelli-branca-destilerias-gut-buenos-aires-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Built for tough,Ford de Ford Brasil,Wieden+Kennedy Sao Paulo / Wieden+Kennedy,Fotografia,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/built-for-tough-ford-de-ford-brasil-wiedenkennedy-sao-paulo-wiedenkennedy-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Mi primera carta,Gobierno de Pernambuco de Gobierno de Pernambuco,Propeg,Bajo Presupuesto,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/mi-primera-carta-gobierno-de-pernambuco-de-gobierno-de-pernambuco-propeg-2025-3/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Savannah s fight,Huggies de Huggies Estados Unidos,Leo Burnett Estados Unidos,Direccion de actores,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/savannah-s-fight-huggies-de-huggies-estados-unidos-leo-burnett-estados-unidos-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Savannah s fight,Huggies de Huggies Estados Unidos,Leo Burnett Estados Unidos,Edicion,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/savannah-s-fight-huggies-de-huggies-estados-unidos-leo-burnett-estados-unidos-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Navidad inolvidable,ILAS de ILAS,Made (Mexico) / Rainbow Lobster (Mexico),Direccion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/navidad-inolvidable-ilas-de-ilas-made-mexico-rainbow-lobster-mexico-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,El lazo de Petra,iPhone de Apple ALAC/Mexico,TBWA\ Media Arts Lab Miami ,Produccion integral,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/el-lazo-de-petra-iphone-de-apple-alacmexico-tbwa-media-arts-lab-miami-2025-6/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,El lazo de Petra,iPhone de Apple ALAC/Mexico,TBWA\ Media Arts Lab Miami ,Guion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/el-lazo-de-petra-iphone-de-apple-alacmexico-tbwa-media-arts-lab-miami-2025-7/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,MomBA,Linkedin de LinkedIn Brasil,R/GA Brasil,Nuevos/as Realizadores/as (hasta maximo 3 años de experiencia profesional),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/momba-linkedin-de-linkedin-brasil-rga-brasil-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,120 Aniversario,Lucchetti de Tres Montes Lucchetti,LUGO (Chile),Fotografia,Chile,Shortlist,/awards/el_ojo/2025/campaigns/120-aniversario-lucchetti-de-tres-montes-lucchetti-lugo-chile-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Maxxx Bold,MAXXX Energy de FIFCO Costa Rica,Grey Mexico,Edicion,Costa Rica,Shortlist,/awards/el_ojo/2025/campaigns/maxxx-bold-maxxx-energy-de-fifco-costa-rica-grey-mexico-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Amigos,McDonaldâ€™s de Arcos Dorados Argentina,TBWA\ Buenos Aires ,Fotografia,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/amigos-mcdonaldas-de-arcos-dorados-argentina-tbwa-buenos-aires-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Amigos,McDonaldâ€™s de Arcos Dorados Argentina,TBWA\ Buenos Aires ,Direccion de actores,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/amigos-mcdonaldas-de-arcos-dorados-argentina-tbwa-buenos-aires-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Lemonade for adults,Mikeâ€™s de AB InBev Colombia,DAVID Bogota,Correccion de color,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/lemonade-for-adults-mikeas-de-ab-inbev-colombia-david-bogota-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Fazendas,Mitsubishi de Mitsubishi Motors Brasil,Africa Creative,Efectos visuales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/fazendas-mitsubishi-de-mitsubishi-motors-brasil-africa-creative-2025/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,All new Triton,Mitsubishi Motors de Mitsubishi Motors Brasil,Africa Creative,Direccion de Arte,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/all-new-triton-mitsubishi-motors-de-mitsubishi-motors-brasil-africa-creative-2025-2/
El Ojo de Iberoamerica,2025,PRODUCCIoN AUDIOVISUAL,Senna s Cut,Netflix de Netflix Argentina,Monks (Argentina),Edicion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/senna-s-cut-netflix-de-netflix-argentina-monks-argentina-2025-7/
